"","latitude","longitude","stopName","stopID","maxLat","minLat","maxLon","minLon"
"217",40.725913,-73.996357,"Bway-Lafayette St-Bleecker St",291,40.727713,40.724113,-73.994557,-73.998157
"218",40.72631,-73.99435,"Bway-Lafayette St-Bleecker St",107,40.72811,40.72451,-73.99255,-73.99615
"219",40.721342,-74.005294,"Canal-Church Sts",178,40.723142,40.719542,-74.003494,-74.007094
"220",40.72317,-74.006179,"Canal-Varick Sts",6,40.72497,40.72137,-74.004379,-74.007979
"221",40.680186,-73.994907,"Carroll St",338,40.681986,40.678386,-73.993107,-73.996707
"222",40.834203,-73.851501,"Castle Hill Ave",150,40.836003,40.832403,-73.849701,-73.853301
"223",40.804109,-73.966742,"Cathedral Pkwy",23,40.805909,40.802309,-73.964942,-73.968542
"224",40.800591,-73.958153,"Cathedral Pkwy",192,40.802391,40.798791,-73.956353,-73.959953
"225",40.697873,-73.927706,"Central Ave",330,40.699673,40.696073,-73.925906,-73.929506
"226",40.716005,-74.008796,"Chambers St-W Broadway",4,40.717805,40.714205,-74.006996,-74.010596
"227",40.713556,-74.004153,"Chambers-Brooklyn Bridge",104,40.715356,40.711756,-74.002353,-74.005953
"228",40.713888,-74.003384,"Chambers-Brooklyn Bridge",305,40.715688,40.712088,-74.001584,-74.005184
"229",40.714629,-74.00815,"Chambers-World Trade Ctr-Park Pl",216,40.716429,40.712829,-74.00635,-74.00995
"230",40.682905,-73.910456,"Chauncey St",317,40.684705,40.681105,-73.908656,-73.912256
"231",40.734074,-74.002529,"Christopher St",8,40.735874,40.732274,-74.000729,-74.004329
"232",40.650817,-73.949581,"Church Ave",94,40.652617,40.649017,-73.947781,-73.951381
"233",40.644355,-73.979696,"Church Ave",344,40.646155,40.642555,-73.977896,-73.981496
"234",40.650511,-73.962888,"Church Ave",384,40.652311,40.648711,-73.961088,-73.964688
"235",40.71361,-74.006724,"City Hall-Broadway",373,40.71541,40.71181,-74.004924,-74.008524
"236",40.69745,-73.992984,"Clark St",72,40.69925,40.69565,-73.991184,-73.994784
"237",40.688865,-73.959987,"Classon Ave",280,40.690665,40.687065,-73.958187,-73.961787
"238",40.679814,-73.88493,"Cleveland St",320,40.681614,40.678014,-73.88313,-73.88673
"239",40.683335,-73.964704,"Clinton-Washington Aves",222,40.685135,40.681535,-73.962904,-73.966504
"240",40.68808,-73.966855,"Clinton-Washington Aves",279,40.68988,40.68628,-73.965055,-73.968655
"241",40.640853,-73.963821,"Cortelyou Rd",386,40.642653,40.639053,-73.962021,-73.965621
"242",40.712165,-74.012134,"Cortlandt St-Greenwich St",3,40.713965,40.710365,-74.010334,-74.013934
"243",40.711018,-74.01077,"Cortlandt St-Trinity Pl",374,40.712818,40.709218,-74.00897,-74.01257
"244",40.693781,-73.99058,"Court St-Borough Hall",377,40.695581,40.691981,-73.98878,-73.99238
"245",40.6923,-73.989485,"Court St-Borough Hall",100,40.6941,40.6905,-73.987685,-73.991285
"246",40.68312,-73.873928,"Crescent St",322,40.68492,40.68132,-73.872128,-73.875728
"247",40.805481,-73.914272,"Cypress Ave",140,40.807281,40.803681,-73.912472,-73.916072
"248",40.689806,-73.87317,"Cypress Hills",323,40.691606,40.688006,-73.87137,-73.87497
"249",40.703864,-73.918439,"DeKalb Ave",449,40.705664,40.702064,-73.916639,-73.920239
"250",40.68985,-73.981266,"DeKalb Ave",379,40.69165,40.68805,-73.979466,-73.983066
"251",40.718542,-73.988197,"Delancey-Essex Sts",300,40.720342,40.716742,-73.986397,-73.989997
"252",40.774874,-73.911427,"Ditmars Blvd",360,40.776674,40.773074,-73.909627,-73.913227
"253",40.63609,-73.978245,"Ditmas Ave",345,40.63789,40.63429,-73.976445,-73.980045
"254",40.861564,-73.924766,"Dyckman St",32,40.863364,40.859764,-73.922966,-73.926566
"255",40.865502,-73.927262,"Dyckman St-200th St",203,40.867302,40.863702,-73.925462,-73.929062
"256",40.888595,-73.831306,"Dyre Ave-233rd St",68,40.890395,40.886795,-73.829506,-73.833106
"257",40.650841,-73.899865,"E 105th St",459,40.652641,40.649041,-73.898065,-73.901665
"258",40.808695,-73.907658,"E 143rd St",141,40.810495,40.806895,-73.905858,-73.909458
"259",40.812192,-73.904059,"E 149th St",142,40.813992,40.810392,-73.902259,-73.905859
"260",40.833073,-73.86153,"E 177th St-Parkchester",149,40.834873,40.831273,-73.85973,-73.86333
"261",40.841876,-73.873761,"E 180th St",54,40.843676,40.840076,-73.871961,-73.875561
"262",40.677992,-73.905935,"E New York-Eastern Pkwy",229,40.679792,40.676192,-73.904135,-73.907735
"263",40.840579,-73.879751,"E Tremont Ave",53,40.842379,40.838779,-73.877951,-73.881551
"264",40.714409,-73.990219,"East Broadway",301,40.716209,40.712609,-73.988419,-73.992019
"265",40.672148,-73.964659,"Eastern Pkwy",79,40.673948,40.670348,-73.962859,-73.966459
"266",40.828576,-73.879497,"Elder Ave",146,40.830376,40.826776,-73.877697,-73.881297
"267",40.691321,-73.867226,"Elderts Lane",324,40.693121,40.689521,-73.865426,-73.869026
"268",40.742328,-73.881804,"Elmhurst Ave",265,40.744128,40.740528,-73.880004,-73.883604
"269",40.675275,-73.872409,"Euclid Ave",233,40.677075,40.673475,-73.870609,-73.874209
"270",40.603992,-73.755358,"Far Rockaway-Mott Ave",249,40.605792,40.602192,-73.753558,-73.757158
"271",40.632918,-73.947595,"Flatbush Ave",97,40.634718,40.631118,-73.945795,-73.949395
"272",40.700582,-73.950288,"Flushing Ave",283,40.702382,40.698782,-73.948488,-73.952088
"273",40.700267,-73.941009,"Flushing Ave",312,40.702067,40.698467,-73.939209,-73.942809
"274",40.862742,-73.901089,"Fordham Rd",133,40.864542,40.860942,-73.899289,-73.902889
"275",40.861326,-73.897692,"Fordham Rd",212,40.863126,40.859526,-73.895892,-73.899492
"276",40.704341,-73.903111,"Forest Ave",334,40.706141,40.702541,-73.901311,-73.904911
"277",40.692293,-73.860423,"Forest Pkwy",325,40.694093,40.690493,-73.858623,-73.862223
"278",40.681496,-73.957209,"Franklin Ave",223,40.683296,40.679696,-73.955409,-73.959009
"279",40.719775,-74.006824,"Franklin St",5,40.721575,40.717975,-74.005024,-74.008624
"280",40.830485,-73.891822,"Freeman St",51,40.832285,40.828685,-73.890022,-73.893622
"281",40.706193,-73.896089,"Fresh Pond Rd",335,40.707993,40.704393,-73.894289,-73.897889
"282",40.650862,-73.975569,"Ft Hamilton Pkwy",343,40.652662,40.649062,-73.973769,-73.977369
"283",40.640935,-73.994327,"Ft Hamilton Pkwy",413,40.642735,40.639135,-73.992527,-73.996127
"284",40.631482,-74.005379,"Ft Hamilton Pkwy",425,40.633282,40.629682,-74.003579,-74.007179
"285",40.687289,-73.974837,"Fulton St",278,40.689089,40.685489,-73.973037,-73.976637
"286",40.710582,-74.007387,"Fulton St-Broadway-Nassau",304,40.712382,40.708782,-74.005587,-74.009187
"287",40.689449,-73.922059,"Gates Ave",315,40.691249,40.687649,-73.920259,-73.923859
"288",40.714581,-73.943744,"Graham Ave",444,40.716381,40.712781,-73.941944,-73.945544
"289",40.675307,-73.971028,"Grand Army Plaza",78,40.677107,40.673507,-73.969228,-73.972828
"290",40.737252,-73.877179,"Grand Ave",266,40.739052,40.735452,-73.875379,-73.878979
"291",40.752956,-73.979218,"Grand Central",99,40.754756,40.751156,-73.977418,-73.981018
"292",40.711971,-73.94067,"Grand St",445,40.713771,40.710171,-73.93887,-73.94247
"293",40.719105,-73.993342,"Grand St",290,40.720905,40.717305,-73.991542,-73.995142
"294",40.676879,-73.86546,"Grant Ave",234,40.678679,40.675079,-73.86366,-73.86726
"295",40.731553,-73.95447,"Greenpoint Ave",287,40.733353,40.729753,-73.95267,-73.95627
"296",40.877868,-73.865919,"Gun Hill Rd",59,40.879668,40.876068,-73.864119,-73.867719
"297",40.869162,-73.846463,"Gun Hill Rd",66,40.870962,40.867362,-73.844663,-73.848263
"298",40.686396,-73.916644,"Halsey St",316,40.688196,40.684596,-73.914844,-73.918444
"299",40.695699,-73.904262,"Halsey St",451,40.697499,40.693899,-73.902462,-73.906062
"300",40.706804,-73.9532,"Hewes St",310,40.708604,40.705004,-73.9514,-73.955
"301",40.699094,-73.990383,"High St",218,40.700894,40.697294,-73.988583,-73.992183
"302",40.728602,-74.005329,"Houston St",7,40.730402,40.726802,-74.003529,-74.007129
"303",40.660403,-73.830446,"Howard Beach",242,40.662203,40.658603,-73.828646,-73.832246
"304",40.690358,-73.984572,"Hoyt St",74,40.692158,40.688558,-73.982772,-73.986372
"305",40.688488,-73.984831,"Hoyt-Schermerhorn Sts",220,40.690288,40.686688,-73.983031,-73.986631
"306",40.742068,-73.948928,"Hunters Pt Ave",160,40.743868,40.740268,-73.947128,-73.950728
"307",40.820957,-73.891288,"Hunts Pt Ave",144,40.822757,40.819157,-73.889488,-73.893088
"308",40.82213,-73.896834,"Intervale Ave",49,40.82393,40.82033,-73.895034,-73.898634
"309",40.816525,-73.907731,"Jackson Ave",47,40.818325,40.814725,-73.905931,-73.909531
"310",40.702263,-73.801037,"Jamaica Center",463,40.704063,40.700463,-73.799237,-73.802837
"311",40.702465,-73.817079,"Jamaica-Van Wyck",461,40.704265,40.700665,-73.815279,-73.818879
"312",40.6927,-73.98727,"Jay St",219,40.6945,40.6909,-73.98547,-73.98907
"313",40.706559,-73.922537,"Jefferson St",448,40.708359,40.704759,-73.920737,-73.924337
"314",40.749087,-73.869446,"Junction Blvd",172,40.750887,40.747287,-73.867646,-73.871246
"315",40.663394,-73.902654,"Junius St",87,40.665194,40.661594,-73.900854,-73.904454
"316",40.603439,-73.972369,"Kings Highway",351,40.605239,40.601639,-73.970569,-73.974169
"317",40.604358,-73.980581,"Kings Highway",430,40.606158,40.602558,-73.978781,-73.982381
"318",40.608755,-73.957795,"Kings Highway",391,40.610555,40.606955,-73.955995,-73.959595
"319",40.868047,-73.896916,"Kingsbridge Rd",134,40.869847,40.866247,-73.895116,-73.898716
"320",40.867177,-73.893565,"Kingsbridge Rd",213,40.868977,40.865377,-73.891765,-73.895365
"321",40.669321,-73.942045,"Kingston Ave",82,40.671121,40.667521,-73.940245,-73.943845
"322",40.679807,-73.940584,"Kingston-Throop Aves",225,40.681607,40.678007,-73.938784,-73.942384
"323",40.698755,-73.918852,"Knickerbocker Ave",331,40.700555,40.696955,-73.917052,-73.920652
"324",40.69328,-73.928643,"Kosciusko St",314,40.69508,40.69148,-73.926843,-73.930443
"325",40.686045,-73.9738,"Lafayette Ave",221,40.687845,40.684245,-73.972,-73.9756
"326",40.692191,-73.986201,"Lawrence St",378,40.693991,40.690391,-73.984401,-73.988001
"327",40.685701,-73.826148,"Lefferts Blvd",240,40.687501,40.683901,-73.824348,-73.827948
"328",40.75713,-73.971903,"Lexington-3rd Aves-51st St",114,40.75893,40.75533,-73.970103,-73.973703
"329",40.757661,-73.969345,"Lexington-3rd Aves-51st St",256,40.759461,40.755861,-73.967545,-73.971145
"330",40.674639,-73.896906,"Liberty Ave",230,40.676439,40.672839,-73.895106,-73.898706
"331",40.663777,-73.900841,"Livonia Ave",457,40.665577,40.661977,-73.899041,-73.902641
"332",40.81632,-73.896191,"Longwood Ave",143,40.81812,40.81452,-73.894391,-73.897991
"333",40.703835,-73.947257,"Lorimer St",311,40.705635,40.702035,-73.945457,-73.949057
"334",40.759429,-73.829937,"Main St",176,40.761229,40.757629,-73.828137,-73.831737
"335",40.708476,-73.957754,"Marcy Ave",309,40.710276,40.706676,-73.955954,-73.959554
"336",40.711741,-73.889023,"Metropolitan Ave",336,40.713541,40.709941,-73.887223,-73.890823
"337",40.712932,-73.951451,"Metropolitan Ave-Lorimer St",285,40.714732,40.711132,-73.949651,-73.953251
"338",40.714086,-73.949923,"Metropolitan Ave-Lorimer St",443,40.715886,40.712286,-73.948123,-73.951723
"339",40.843945,-73.83623,"Middletown Rd",153,40.845745,40.842145,-73.83443,-73.83803
"340",40.70767,-73.939817,"Montrose Ave",446,40.70947,40.70587,-73.938017,-73.941617
"341",40.706151,-73.932799,"Morgan Ave",447,40.707951,40.704351,-73.930999,-73.934599
"342",40.854456,-73.860542,"Morris Park",65,40.856256,40.852656,-73.858742,-73.862342
"343",40.82952,-73.874589,"Morrison-Soundview Aves",147,40.83132,40.82772,-73.872789,-73.876389
"344",40.879704,-73.884703,"Mosholu Pkwy",136,40.881504,40.877904,-73.882903,-73.886503
"345",40.844318,-73.914715,"Mt Eden Ave",129,40.846118,40.842518,-73.912915,-73.916515
"346",40.697203,-73.935504,"Myrtle Ave",313,40.699003,40.695403,-73.933704,-73.937304
"347",40.694649,-73.949041,"Myrtle-Willoughby Aves",282,40.696449,40.692849,-73.947241,-73.950841
"348",40.69955,-73.911056,"Myrtle-Wyckoff Aves",450,40.70135,40.69775,-73.909256,-73.912856
"349",40.724555,-73.951219,"Nassau Ave",286,40.726355,40.722755,-73.949419,-73.953019
"350",40.595545,-73.955274,"Neck Rd",393,40.597345,40.593745,-73.953474,-73.957074
"351",40.579977,-73.974625,"Neptune Ave-Van Sicklen",354,40.581777,40.578177,-73.972825,-73.976425
"352",40.688192,-73.980456,"Nevins St",75,40.689992,40.686392,-73.978656,-73.982256
"353",40.666178,-73.884332,"New Lots Ave",90,40.667978,40.664378,-73.882532,-73.886132
"354",40.658934,-73.899611,"New Lots Ave",458,40.660734,40.657134,-73.897811,-73.901411
"355",40.625085,-73.996753,"New Utrecht Ave-62nd St",426,40.626885,40.623285,-73.994953,-73.998553
"356",40.639992,-73.948419,"Newkirk Ave",96,40.641792,40.638192,-73.946619,-73.950219
"357",40.635299,-73.962818,"Newkirk Ave",387,40.637099,40.633499,-73.961018,-73.964618
"358",40.752664,-73.905683,"Northern Blvd",262,40.754464,40.750864,-73.903883,-73.907483
"359",40.681323,-73.880213,"Norwood Ave",321,40.683123,40.679523,-73.878413,-73.882013
"360",40.669797,-73.950356,"Nostrand Ave",81,40.671597,40.667997,-73.948556,-73.952156
"361",40.680497,-73.955769,"Nostrand Ave",436,40.682297,40.678697,-73.953969,-73.957569
"362",40.680385,-73.949605,"Nostrand Ave",224,40.682185,40.678585,-73.947805,-73.951405
"363",40.576349,-73.968089,"Ocean Pkwy",396,40.578149,40.574549,-73.966289,-73.969889
"364",40.674835,-73.95752,"Park Place",434,40.676635,40.673035,-73.95572,-73.95932
"365",40.655116,-73.961465,"Parkside Ave",383,40.656916,40.653316,-73.959665,-73.963265
"366",40.707567,-73.803322,"Parsons Blvd",275,40.709367,40.705767,-73.801522,-73.805122
"367",40.852745,-73.827398,"Pelham Bay Park",155,40.854545,40.850945,-73.825598,-73.829198
"368",40.857194,-73.867581,"Pelham Pkwy",56,40.858994,40.855394,-73.865781,-73.869381
"369",40.664503,-73.89536,"Pennsylvania Ave",88,40.666303,40.662703,-73.89356,-73.89716
"370",40.667862,-73.950662,"President St",91,40.669662,40.666062,-73.948862,-73.952462
"371",40.724854,-73.997275,"Prince St",371,40.726654,40.723054,-73.995475,-73.999075
"372",40.819697,-73.901612,"Prospect Ave",48,40.821497,40.817897,-73.899812,-73.903412
"373",40.665343,-73.992715,"Prospect Ave",402,40.667143,40.663543,-73.990915,-73.994515
"374",40.661342,-73.96203,"Prospect Park",382,40.663142,40.659542,-73.96023,-73.96383
"375",40.748741,-73.93699,"Queens Plaza",258,40.750541,40.746941,-73.93519,-73.93879
"376",40.750486,-73.940117,"Queensboro Plaza",162,40.752286,40.748686,-73.938317,-73.941917
"377",40.678784,-73.920833,"Ralph Ave",227,40.680584,40.676984,-73.919033,-73.922633
"378",40.707964,-74.013562,"Rector St-Greenwich St",2,40.709764,40.706164,-74.011762,-74.015362
"379",40.707795,-74.012894,"Rector St-Trinity Pl",375,40.709595,40.705995,-74.011094,-74.014694
"380",40.662408,-73.909201,"Rockaway Ave",86,40.664208,40.660608,-73.907401,-73.911001
"381",40.678273,-73.912056,"Rockaway Ave",228,40.680073,40.676473,-73.910256,-73.913856
"382",40.680266,-73.844235,"Rockaway Blvd",237,40.682066,40.678466,-73.842435,-73.846035
"383",40.580745,-73.835479,"Rockaway Park-Beach 116th St",253,40.582545,40.578945,-73.833679,-73.837279
"384",40.646827,-73.902293,"Rockaway Pkwy",460,40.648627,40.645027,-73.900493,-73.904093
"385",40.759198,-73.953033,"Roosevelt Island",465,40.760998,40.757398,-73.951233,-73.954833
"386",40.661348,-73.916655,"Saratoga Ave",85,40.663148,40.659548,-73.914855,-73.918455
"387",40.702817,-73.907675,"Seneca Ave",333,40.704617,40.701017,-73.905875,-73.909475
"388",40.58713,-73.953779,"Sheepshead Bay",394,40.58893,40.58533,-73.951979,-73.955579
"389",40.674037,-73.881158,"Shepherd Ave",232,40.675837,40.672237,-73.879358,-73.882958
"390",40.824157,-73.892888,"Simpson St",50,40.825957,40.822357,-73.891088,-73.894688
"391",40.674,-73.997251,"Smith-9th Sts",339,40.6758,40.6722,-73.995451,-73.999051
"392",40.701322,-74.013882,"South Ferry",1,40.703122,40.699522,-74.012082,-74.015682
"393",40.72682,-74.003563,"Spring St-6th Ave",179,40.72862,40.72502,-74.001763,-74.005363
"394",40.722318,-73.997117,"Spring St-Lafayette St",106,40.724118,40.720518,-73.995317,-73.998917
"395",40.831373,-73.868101,"St Lawrence Ave",148,40.833173,40.829573,-73.866301,-73.869901
"396",40.756736,-73.92016,"Steinway St",260,40.758536,40.754936,-73.91836,-73.92196
"397",40.662713,-73.950677,"Sterling St",92,40.664513,40.660913,-73.948877,-73.952477
"398",40.57694,-73.980594,"Stillwell Ave",398,40.57874,40.57514,-73.978794,-73.982394
"399",40.705321,-73.810955,"Sutphin Blvd",274,40.707121,40.703521,-73.809155,-73.812755
"400",40.700565,-73.8081,"Sutphin Blvd-Archer Ave",462,40.702365,40.698765,-73.8063,-73.8099
"401",40.664696,-73.922528,"Sutter Ave",84,40.666496,40.662896,-73.920728,-73.924328
"402",40.669155,-73.902258,"Sutter Ave",456,40.670955,40.667355,-73.900458,-73.904058
"403",40.757191,-73.989801,"Times Square-42nd St-8th Ave",184,40.758991,40.755391,-73.988001,-73.991601
"404",40.850568,-73.905022,"Tremont Ave",210,40.852368,40.848768,-73.903222,-73.906822
"405",40.735301,-73.989929,"Union Square",109,40.737101,40.733501,-73.988129,-73.991729
"406",40.677406,-73.983042,"Union St",400,40.679206,40.675606,-73.981242,-73.984842
"407",40.714207,-73.830912,"Union Turnpike",272,40.716007,40.712407,-73.829112,-73.832712
"408",40.668846,-73.932368,"Utica Ave",83,40.670646,40.667046,-73.930568,-73.934168
"409",40.679301,-73.930073,"Utica Ave",226,40.681101,40.677501,-73.928273,-73.931873
"410",40.665326,-73.889659,"Van Siclen Ave",89,40.667126,40.663526,-73.887859,-73.891459
"411",40.672596,-73.890631,"Van Siclen Ave",231,40.674396,40.670796,-73.888831,-73.892431
"412",40.709329,-73.821015,"Van Wyck Blvd",273,40.711129,40.707529,-73.819215,-73.822815
"413",40.74247,-73.952763,"Vernon-Jackson Aves",159,40.74427,40.74067,-73.950963,-73.954563
"414",40.73292,-74.000075,"W 4th St",180,40.73472,40.73112,-73.998275,-74.001875
"415",40.575926,-73.975439,"W 8th St",397,40.577726,40.574126,-73.973639,-73.977239
"416",40.708307,-74.011243,"Wall St-Broadway",102,40.710107,40.706507,-74.009443,-74.013043
"417",40.707011,-74.008961,"Wall St-William St",71,40.708811,40.705211,-74.007161,-74.010761
"418",40.839805,-73.843058,"Westchester Square",152,40.841605,40.838005,-73.841258,-73.844858
"419",40.703153,-74.012999,"Whitehall St",376,40.704953,40.701353,-74.011199,-74.014799
"420",40.826797,-73.886009,"Whitlock Rd",145,40.828597,40.824997,-73.884209,-73.887809
"421",40.754388,-73.84586,"Willets Pt",175,40.756188,40.752588,-73.84406,-73.84766
"422",40.689013,-73.904283,"Wilson Ave",452,40.690813,40.687213,-73.902483,-73.906083
"423",40.656712,-73.95021,"Winthrop St",93,40.658512,40.654912,-73.94841,-73.95201
"424",40.733127,-73.869568,"Woodhaven Blvd",267,40.734927,40.731327,-73.867768,-73.871368
"425",40.693641,-73.852072,"Woodhaven Blvd",326,40.695441,40.691841,-73.850272,-73.853872
"426",40.886345,-73.878444,"Woodlawn",137,40.888145,40.884545,-73.876644,-73.880244
"427",40.700059,-73.986667,"York St",302,40.701859,40.698259,-73.984867,-73.988467
"428",40.836381,-73.847072,"Zerega Ave",151,40.838181,40.834581,-73.845272,-73.848872
